"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"332460",2004,"ID","Twin Falls","SUGAR BEETS","Frost",3362,1,86.2,39.0023201856148,3362,86.2
"332461",2007,"ID","Twin Falls","SUGAR BEETS","Frost",8030.1,2,62.95,127.563145353455,4015.05,31.475
"332462",2009,"ID","Twin Falls","SUGAR BEETS","Frost",4190.5,1,97.45,43.0015392508979,4190.5,97.45
"332463",2010,"ID","Twin Falls","SUGAR BEETS","Frost",83493,2,1113.02,75.014824531455,41746.5,556.51
"332464",2012,"ID","Twin Falls","SUGAR BEETS","Frost",8379,1,100,83.79,8379,100
"332465",2013,"ID","Twin Falls","SUGAR BEETS","Frost",77424,1,967.8,80,77424,967.8
"332466",2014,"ID","Twin Falls","SUGAR BEETS","Frost",10080,1,126,80,10080,126
"332467",2015,"ID","Twin Falls","SUGAR BEETS","Frost",7312,1,91.4,80,7312,91.4
"332468",2004,"OR","Union","SUGAR BEETS","Frost",2036,1,52.2,39.0038314176245,2036,52.2
"332469",2007,"OR","Union","SUGAR BEETS","Frost",10582,1,271.3,39.0047917434574,10582,271.3
"332715",2006,"WA","Adams","SWEET CORN","Frost",14631,2,75.4,194.045092838196,7315.5,37.7
"332716",2012,"WA","Benton","SWEET CORN","Frost",12207,1,220,55.4863636363636,12207,220
"332720",2005,"ID","Cassia","SWEET CORN","Frost",39264,2,250,157.056,19632,125
"332725",2012,"WA","Franklin","SWEET CORN","Frost",47851.5,1,125,382.812,47851.5,125
"332729",2002,"WA","Grant","SWEET CORN","Frost",91258.2,2,338.82,269.341243137949,45629.1,169.41
"332730",2005,"WA","Grant","SWEET CORN","Frost",3984,1,52,76.6153846153846,3984,52
"332731",2006,"WA","Grant","SWEET CORN","Frost",1657.2,1,11.86,139.730185497471,1657.2,11.86
"332732",2012,"WA","Grant","SWEET CORN","Frost",8505.9,1,13.49,630.533728687917,8505.9,13.49
"332738",2008,"OR","Morrow","SWEET CORN","Frost",101235,2,497,203.692152917505,50617.5,248.5
"332749",2005,"ID","Twin Falls","SWEET CORN","Frost",23010,1,65,354,23010,65
"332916",2009,"ID","Ada","WHEAT","Frost",30279,1,65.67,461.078117862037,30279,65.67
"332917",2012,"ID","Ada","WHEAT","Frost",41580,1,115,361.565217391304,41580,115
"332918",2013,"ID","Ada","WHEAT","Frost",60684.2,3,368.11,164.853440547662,20228.0666666667,122.703333333333
"332934",2001,"WA","Adams","WHEAT","Frost",185595.66,11,7531.577,24.6423371891438,16872.3327272727,684.688818181818
"332935",2002,"WA","Adams","WHEAT","Frost",1107040.4,12,38761.9175,28.5600009339063,92253.3666666667,3230.15979166667
"332936",2003,"WA","Adams","WHEAT","Frost",434858.57,11,17668.5887,24.6119583959753,39532.5972727273,1606.23533636364
"332937",2004,"WA","Adams","WHEAT","Frost",67921.94,8,1831.3616,37.0882189514075,8490.2425,228.9202
"332938",2005,"WA","Adams","WHEAT","Frost",11471.16,4,468.2068,24.5001994845013,2867.79,117.0517
"332939",2006,"WA","Adams","WHEAT","Frost",372429.58,6,13302.2537,27.9974798556127,62071.5966666667,2217.04228333333
"332940",2007,"WA","Adams","WHEAT","Frost",144230.18,6,3158.5422,45.6635279401998,24038.3633333333,526.4237
"332941",2008,"WA","Adams","WHEAT","Frost",275984.25,5,2648.4632,104.205431285585,55196.85,529.69264
"332942",2009,"WA","Adams","WHEAT","Frost",318156.87,9,2355.2019,135.086877265172,35350.7633333333,261.6891
"332943",2010,"WA","Adams","WHEAT","Frost",309857.39,7,7104.0624,43.6169296598521,44265.3414285714,1014.86605714286
"332944",2011,"WA","Adams","WHEAT","Frost",108706.18,9,1525.983,71.2368224285592,12078.4644444444,169.553666666667
"332945",2012,"WA","Adams","WHEAT","Frost",577725.14,3,11269.6395,51.2638527612174,192575.046666667,3756.5465
"332946",2013,"WA","Adams","WHEAT","Frost",705226.23,7,12551.21,56.1879077794093,100746.604285714,1793.03
"332947",2014,"WA","Adams","WHEAT","Frost",348480.21,5,4146.7357,84.0372368077377,69696.042,829.34714
"332948",2015,"WA","Adams","WHEAT","Frost",2065688.77,5,25884.8819,79.8029049535667,413137.754,5176.97638
"332983",2002,"WA","Asotin","WHEAT","Frost",582.64,1,6.656,87.5360576923077,582.64,6.656
"332984",2010,"WA","Asotin","WHEAT","Frost",9750,1,233.5,41.7558886509636,9750,233.5
"332985",2013,"WA","Asotin","WHEAT","Frost",50188.75,3,578.475,86.7604477289425,16729.5833333333,192.825
"333018",2001,"ID","Bannock","WHEAT","Frost",5717.94,3,120.25,47.5504365904366,1905.98,40.0833333333333
"333019",2002,"ID","Bannock","WHEAT","Frost",3019.1,1,24.57,122.877492877493,3019.1,24.57
"333020",2003,"ID","Bannock","WHEAT","Frost",61955.7,5,1130.494,54.8040944932039,12391.14,226.0988
"333021",2005,"ID","Bannock","WHEAT","Frost",294,1,21,14,294,21
"333022",2007,"ID","Bannock","WHEAT","Frost",83138.1,4,1376.545,60.396209350221,20784.525,344.13625
"333023",2008,"ID","Bannock","WHEAT","Frost",11683,2,111.116,105.142373735556,5841.5,55.558
"333024",2010,"ID","Bannock","WHEAT","Frost",23286.25,2,363.335,64.0903023380627,11643.125,181.6675
"333025",2011,"ID","Bannock","WHEAT","Frost",12745,3,207.08,61.5462623140815,4248.33333333333,69.0266666666667
"333026",2012,"ID","Bannock","WHEAT","Frost",385414.69,7,3918.3909,98.3604494385693,55059.2414285714,559.770128571429
"333027",2013,"ID","Bannock","WHEAT","Frost",75919.4,2,700.77,108.337114887909,37959.7,350.385
"333028",2014,"ID","Bannock","WHEAT","Frost",69443.47,4,900.97,77.0763399447262,17360.8675,225.2425
"333052",2002,"ID","Bear Lake","WHEAT","Frost",498.4,1,44.31,11.2480252764613,498.4,44.31
"333053",2003,"ID","Bear Lake","WHEAT","Frost",2445,1,57.42,42.5809822361546,2445,57.42
"333054",2005,"ID","Bear Lake","WHEAT","Frost",554.4,1,52.822,10.4956268221574,554.4,52.822
"333055",2006,"ID","Bear Lake","WHEAT","Frost",2159,1,53.1,40.6591337099812,2159,53.1
"333056",2007,"ID","Bear Lake","WHEAT","Frost",7599,3,1810.325,4.19758883073481,2533,603.441666666667
"333057",2008,"ID","Bear Lake","WHEAT","Frost",1515.6,1,46.29,32.7414128321452,1515.6,46.29
"333058",2009,"ID","Bear Lake","WHEAT","Frost",49,1,47.3,1.03594080338266,49,47.3
"333059",2010,"ID","Bear Lake","WHEAT","Frost",451,2,58.5,7.70940170940171,225.5,29.25
"333060",2012,"ID","Bear Lake","WHEAT","Frost",6122.91,2,247.685,24.7205523144316,3061.455,123.8425
"333061",2013,"ID","Bear Lake","WHEAT","Frost",8172.75,2,97.6599,83.6858321583373,4086.375,48.82995
"333085",2002,"ID","Benewah","WHEAT","Frost",3484.4,2,168.952,20.6236090723993,1742.2,84.476
"333086",2006,"ID","Benewah","WHEAT","Frost",2502,2,178.3,14.032529444756,1251,89.15
"333087",2007,"ID","Benewah","WHEAT","Frost",11758.66,2,232.508,50.5731415693223,5879.33,116.254
"333088",2008,"ID","Benewah","WHEAT","Frost",1395,1,24.67,56.5464126469396,1395,24.67
"333089",2012,"ID","Benewah","WHEAT","Frost",34059,2,474.605,71.7628343569916,17029.5,237.3025
"333090",2013,"ID","Benewah","WHEAT","Frost",45798.1,4,385.1456,118.911133867296,11449.525,96.2864
"333091",2014,"ID","Benewah","WHEAT","Frost",7581,1,51.87,146.153846153846,7581,51.87
"333092",2015,"ID","Benewah","WHEAT","Frost",3570,1,144.59,24.6905041842451,3570,144.59
"333106",2001,"WA","Benton","WHEAT","Frost",3875.4,1,114.36,33.887722980063,3875.4,114.36
"333107",2003,"WA","Benton","WHEAT","Frost",15942.75,1,490.1025,32.5294198662525,15942.75,490.1025
"333108",2004,"WA","Benton","WHEAT","Frost",23465,1,1527.68,15.359892124005,23465,1527.68
"333109",2006,"WA","Benton","WHEAT","Frost",13697,2,370.04,37.0149173062372,6848.5,185.02
"333110",2008,"WA","Benton","WHEAT","Frost",14830.98,3,422.8447,35.0742955983603,4943.66,140.948233333333
"333111",2011,"WA","Benton","WHEAT","Frost",18939,1,358,52.9022346368715,18939,358
"333112",2012,"WA","Benton","WHEAT","Frost",374,1,199.43,1.87534473248759,374,199.43
"333113",2013,"WA","Benton","WHEAT","Frost",449760.45,8,7497.414,59.9887441189722,56220.05625,937.17675
"333129",2001,"ID","Bingham","WHEAT","Frost",412973.49,5,6186.325,66.7558671747766,82594.698,1237.265
"333130",2002,"ID","Bingham","WHEAT","Frost",43027,1,620.5,69.3424657534247,43027,620.5
"333131",2003,"ID","Bingham","WHEAT","Frost",242574.3,3,2320.38,104.540764874719,80858.1,773.46
"333132",2005,"ID","Bingham","WHEAT","Frost",113781.9,4,1922.38,59.1880377448787,28445.475,480.595
"333133",2006,"ID","Bingham","WHEAT","Frost",3539,3,228,15.5219298245614,1179.66666666667,76
"333134",2007,"ID","Bingham","WHEAT","Frost",166768.5,4,889.9,187.40139341499,41692.125,222.475
"333135",2008,"ID","Bingham","WHEAT","Frost",115843.5,3,1152.25,100.536775873291,38614.5,384.083333333333
"333136",2009,"ID","Bingham","WHEAT","Frost",32883.6,1,64.95,506.290993071594,32883.6,64.95
"333137",2010,"ID","Bingham","WHEAT","Frost",95866.49,3,988.573,96.9746189709814,31955.4966666667,329.524333333333
"333138",2011,"ID","Bingham","WHEAT","Frost",3930,1,138,28.4782608695652,3930,138
"333139",2012,"ID","Bingham","WHEAT","Frost",1445091.8,6,8779.05,164.606853816757,240848.633333333,1463.175
"333140",2013,"ID","Bingham","WHEAT","Frost",371673.11,4,3926.521,94.6571048518523,92918.2775,981.63025
"333141",2014,"ID","Bingham","WHEAT","Frost",353164.41,3,951.235,371.269360357851,117721.47,317.078333333333
"333142",2015,"ID","Bingham","WHEAT","Frost",48679.9,3,423.91,114.835460357151,16226.6333333333,141.303333333333
"333165",2001,"ID","Bonneville","WHEAT","Frost",183880.62,3,2399.348,76.6377449207035,61293.54,799.782666666667
"333166",2002,"ID","Bonneville","WHEAT","Frost",55925,1,1089.9,51.3120469767869,55925,1089.9
"333167",2003,"ID","Bonneville","WHEAT","Frost",35997.78,2,1120.56,32.1248125937031,17998.89,560.28
"333168",2005,"ID","Bonneville","WHEAT","Frost",10278.6,2,228.08,45.0657663977552,5139.3,114.04
"333169",2006,"ID","Bonneville","WHEAT","Frost",31503,1,302.8,104.038969616909,31503,302.8
"333170",2007,"ID","Bonneville","WHEAT","Frost",19155.75,2,261.677,73.2037970475051,9577.875,130.8385
"333171",2008,"ID","Bonneville","WHEAT","Frost",12809,1,109.6,116.870437956204,12809,109.6
"333172",2010,"ID","Bonneville","WHEAT","Frost",168100.7,6,2596.1625,64.7496834269812,28016.7833333333,432.69375
"333173",2011,"ID","Bonneville","WHEAT","Frost",19755.2,2,274.84,71.8789113666133,9877.6,137.42
"333174",2012,"ID","Bonneville","WHEAT","Frost",274446.4,4,3764.495,72.903908758014,68611.6,941.12375
"333175",2013,"ID","Bonneville","WHEAT","Frost",8228.8,1,82.82,99.3576430813813,8228.8,82.82
"333176",2014,"ID","Bonneville","WHEAT","Frost",106485.4,2,1087.1,97.9536381197682,53242.7,543.55
"333177",2015,"ID","Bonneville","WHEAT","Frost",6552,1,152.1,43.0769230769231,6552,152.1
"333265",2012,"ID","Butte","WHEAT","Frost",13767.3,1,228.42,60.2718676122931,13767.3,228.42
"333266",2014,"ID","Butte","WHEAT","Frost",17783.19,1,70.176,253.408430232558,17783.19,70.176
"333301",2002,"ID","Canyon","WHEAT","Frost",3148,1,16.47,191.135397692775,3148,16.47
"333302",2012,"ID","Canyon","WHEAT","Frost",1301,1,23.7,54.8945147679325,1301,23.7
"333303",2013,"ID","Canyon","WHEAT","Frost",36144.2,2,237.41,152.243797649636,18072.1,118.705
"333304",2015,"ID","Canyon","WHEAT","Frost",47768,1,130.1,367.163720215219,47768,130.1
"333307",2001,"ID","Caribou","WHEAT","Frost",71611.41,3,1723.375,41.5530050047146,23870.47,574.458333333333
"333308",2005,"ID","Caribou","WHEAT","Frost",71781,3,1090.66,65.8142775933838,23927,363.553333333333
"333309",2007,"ID","Caribou","WHEAT","Frost",450069.8,6,7128.1755,63.1395509271622,75011.6333333333,1188.02925
"333310",2008,"ID","Caribou","WHEAT","Frost",45357.8,3,639.616,70.91411096658,15119.2666666667,213.205333333333
"333311",2009,"ID","Caribou","WHEAT","Frost",26814.7,3,301.245,89.0129296751813,8938.23333333333,100.415
"333312",2010,"ID","Caribou","WHEAT","Frost",210369.4,5,2742.84,76.6976564436861,42073.88,548.568
"333313",2012,"ID","Caribou","WHEAT","Frost",242941.88,6,2843.5692,85.4355434712122,40490.3133333333,473.9282
"333314",2013,"ID","Caribou","WHEAT","Frost",344485.38,5,3051.4183,112.893528887862,68897.076,610.28366
"333315",2014,"ID","Caribou","WHEAT","Frost",80347.94,3,1364.995,58.8631753229865,26782.6466666667,454.998333333333
"333316",2015,"ID","Caribou","WHEAT","Frost",11606.14,2,163.96,70.7864113198341,5803.07,81.98
"333346",2001,"ID","Cassia","WHEAT","Frost",61052,3,798.1,76.4966796140834,20350.6666666667,266.033333333333
"333347",2002,"ID","Cassia","WHEAT","Frost",125676,1,1598.2,78.6359654611438,125676,1598.2
"333348",2003,"ID","Cassia","WHEAT","Frost",142724.4,5,5626.54,25.366281942366,28544.88,1125.308
"333349",2005,"ID","Cassia","WHEAT","Frost",35857,2,1015.7,35.302746874077,17928.5,507.85
"333350",2006,"ID","Cassia","WHEAT","Frost",1021,1,81,12.6049382716049,1021,81
"333351",2007,"ID","Cassia","WHEAT","Frost",23023,1,120,191.858333333333,23023,120
"333352",2008,"ID","Cassia","WHEAT","Frost",17609.5,3,186.86,94.239002461736,5869.83333333333,62.2866666666667
"333353",2009,"ID","Cassia","WHEAT","Frost",1021.75,1,3.1,329.596774193548,1021.75,3.1
"333354",2010,"ID","Cassia","WHEAT","Frost",19083,2,219.1,87.0972158831584,9541.5,109.55
"333355",2011,"ID","Cassia","WHEAT","Frost",2730,1,128,21.328125,2730,128
"333356",2012,"ID","Cassia","WHEAT","Frost",286124.1,3,1155.81,247.552884989747,95374.7,385.27
"333357",2013,"ID","Cassia","WHEAT","Frost",133316.5,4,1664.9,80.074779266022,33329.125,416.225
"333457",2002,"ID","Clearwater","WHEAT","Frost",17936,1,246.8,72.6742301458671,17936,246.8
"333458",2012,"ID","Clearwater","WHEAT","Frost",28526.1,2,336.985,84.6509488552903,14263.05,168.4925
"333459",2013,"ID","Clearwater","WHEAT","Frost",35039,1,201.2,174.150099403579,35039,201.2
"333484",2002,"WA","Columbia","WHEAT","Frost",28724.9,4,1469.0095,19.5539239194845,7181.225,367.252375
"333485",2006,"WA","Columbia","WHEAT","Frost",48248,2,1672.123,28.8543366726012,24124,836.0615
"333486",2007,"WA","Columbia","WHEAT","Frost",5953.2,1,50.608,117.633575719254,5953.2,50.608
"333487",2008,"WA","Columbia","WHEAT","Frost",9659,1,91.31,105.782499178622,9659,91.31
"333488",2010,"WA","Columbia","WHEAT","Frost",38293,2,546.29,70.0964689084552,19146.5,273.145
"333489",2012,"WA","Columbia","WHEAT","Frost",32549.9,2,291.335,111.726706368957,16274.95,145.6675
"333490",2013,"WA","Columbia","WHEAT","Frost",59793.98,4,1294.5517,46.1889471080993,14948.495,323.637925
"333491",2014,"WA","Columbia","WHEAT","Frost",1497,1,17.93,83.4913552704964,1497,17.93
"333680",2001,"WA","Douglas","WHEAT","Frost",14023.9,2,461.953,30.3578502574937,7011.95,230.9765
"333681",2002,"WA","Douglas","WHEAT","Frost",7730.4,3,1097.5,7.04364464692483,2576.8,365.833333333333
"333682",2003,"WA","Douglas","WHEAT","Frost",48717.25,4,530.835,91.7747510996826,12179.3125,132.70875
"333683",2004,"WA","Douglas","WHEAT","Frost",2892,1,60,48.2,2892,60
"333684",2005,"WA","Douglas","WHEAT","Frost",3557.4,3,180.6777,19.6892034822228,1185.8,60.2259
"333685",2006,"WA","Douglas","WHEAT","Frost",2143.26,1,203.252,10.5448408871745,2143.26,203.252
"333686",2007,"WA","Douglas","WHEAT","Frost",100217.83,4,2634.0726,38.0467227820524,25054.4575,658.51815
"333687",2008,"WA","Douglas","WHEAT","Frost",62640.75,6,686.855,91.1993797817589,10440.125,114.475833333333
"333688",2009,"WA","Douglas","WHEAT","Frost",804,1,27.3425,29.4047727896132,804,27.3425
"333689",2010,"WA","Douglas","WHEAT","Frost",21236,2,865.58,24.5338385822223,10618,432.79
"333690",2011,"WA","Douglas","WHEAT","Frost",82652.75,4,1411.8625,58.5416426882929,20663.1875,352.965625
"333691",2012,"WA","Douglas","WHEAT","Frost",229268,3,2732.246,83.9119171553367,76422.6666666667,910.748666666667
"333692",2013,"WA","Douglas","WHEAT","Frost",177138.33,5,2487.581,71.2090701770113,35427.666,497.5162
"333693",2015,"WA","Douglas","WHEAT","Frost",1864.36,2,31.4351,59.3082255186082,932.18,15.71755
"333750",2003,"ID","Elmore","WHEAT","Frost",15381.75,2,107.7375,142.770623042116,7690.875,53.86875
"333751",2004,"ID","Elmore","WHEAT","Frost",13096,1,77.29,169.439772286195,13096,77.29
"333752",2005,"ID","Elmore","WHEAT","Frost",12890,1,101.5,126.995073891626,12890,101.5
"333753",2007,"ID","Elmore","WHEAT","Frost",74211.6,1,433.92,171.025995575221,74211.6,433.92
"333754",2009,"ID","Elmore","WHEAT","Frost",149870.6,1,502.46,298.273693428333,149870.6,502.46
"333755",2010,"ID","Elmore","WHEAT","Frost",26537,2,815.48,32.5415706087212,13268.5,407.74
"333756",2012,"ID","Elmore","WHEAT","Frost",232940.75,2,1470,158.463095238095,116470.375,735
"333757",2013,"ID","Elmore","WHEAT","Frost",157278.65,5,1885.865,83.3986791207218,31455.73,377.173
"333825",2001,"ID","Franklin","WHEAT","Frost",40158.78,5,1162.2104,34.5537950787568,8031.756,232.44208
"333826",2002,"ID","Franklin","WHEAT","Frost",4517.4,2,139.057,32.4859589952322,2258.7,69.5285
"333827",2003,"ID","Franklin","WHEAT","Frost",13943.7,3,322.846,43.1899419537488,4647.9,107.615333333333
"333828",2005,"ID","Franklin","WHEAT","Frost",3288,1,35.6,92.3595505617977,3288,35.6
"333829",2007,"ID","Franklin","WHEAT","Frost",47567.9,3,907.172,52.4353705802207,15855.9666666667,302.390666666667
"333830",2009,"ID","Franklin","WHEAT","Frost",20067,2,176.2,113.8876276958,10033.5,88.1
"333831",2012,"ID","Franklin","WHEAT","Frost",109231.9,5,1644.924,66.4054387923089,21846.38,328.9848
"333832",2013,"ID","Franklin","WHEAT","Frost",70100.9,2,1001.873,69.9698464775475,35050.45,500.9365
"333833",2014,"ID","Franklin","WHEAT","Frost",6637.3,1,177.76,37.3385463546355,6637.3,177.76
"333850",2001,"WA","Franklin","WHEAT","Frost",7076.4,1,58.88,120.183423913043,7076.4,58.88
"333851",2002,"WA","Franklin","WHEAT","Frost",328749.15,8,15372.5556,21.3854585115308,41093.64375,1921.56945
"333852",2003,"WA","Franklin","WHEAT","Frost",60216.25,3,5278.74,11.4073150032015,20072.0833333333,1759.58
"333853",2004,"WA","Franklin","WHEAT","Frost",9369,1,100,93.69,9369,100
"333854",2005,"WA","Franklin","WHEAT","Frost",45206,3,756.19,59.7812719025642,15068.6666666667,252.063333333333
"333855",2006,"WA","Franklin","WHEAT","Frost",47759.46,3,1464.371,32.6143170002684,15919.82,488.123666666667
"333856",2008,"WA","Franklin","WHEAT","Frost",15773,2,363.83,43.352664706044,7886.5,181.915
"333857",2010,"WA","Franklin","WHEAT","Frost",14758.2,5,1209.3555,12.2033595580456,2951.64,241.8711
"333858",2012,"WA","Franklin","WHEAT","Frost",327919.18,6,5772.7242,56.8049275591583,54653.1966666667,962.1207
"333859",2013,"WA","Franklin","WHEAT","Frost",401871.49,6,9335.4,43.0481275574694,66978.5816666667,1555.9
"333860",2015,"WA","Franklin","WHEAT","Frost",56534.1,3,439.734,128.564313880664,18844.7,146.578
"333862",2001,"ID","Fremont","WHEAT","Frost",45072.18,2,874.2405,51.5558133030899,22536.09,437.12025
"333863",2002,"ID","Fremont","WHEAT","Frost",130496.4,2,913.728,142.817556209288,65248.2,456.864
"333864",2003,"ID","Fremont","WHEAT","Frost",19807.2,2,449.85,44.0306768922974,9903.6,224.925
"333865",2007,"ID","Fremont","WHEAT","Frost",164640.2,3,2018.299,81.5737410562062,54880.0666666667,672.766333333333
"333866",2008,"ID","Fremont","WHEAT","Frost",317141,3,2397.86,132.260015180202,105713.666666667,799.286666666667
"333867",2009,"ID","Fremont","WHEAT","Frost",221320.8,1,523.68,422.62603116407,221320.8,523.68
"333868",2010,"ID","Fremont","WHEAT","Frost",108377.55,5,958.89,113.023965209774,21675.51,191.778
"333869",2012,"ID","Fremont","WHEAT","Frost",217941.46,5,3145.0509,69.2966400003256,43588.292,629.01018
"333870",2013,"ID","Fremont","WHEAT","Frost",66318.95,2,1152.56,57.5405618796418,33159.475,576.28
"333871",2014,"ID","Fremont","WHEAT","Frost",10284.28,1,245.6335,41.8683933583978,10284.28,245.6335
"333917",2002,"WA","Garfield","WHEAT","Frost",28057.8,2,749.091,37.4557964252674,14028.9,374.5455
"333918",2006,"WA","Garfield","WHEAT","Frost",9641.8,1,362.733,26.5809838090276,9641.8,362.733
"333919",2008,"WA","Garfield","WHEAT","Frost",1004.2,3,31.22,32.1652786675208,334.733333333333,10.4066666666667
"333920",2010,"WA","Garfield","WHEAT","Frost",2388,1,132.594,18.0098646997602,2388,132.594
"333921",2012,"WA","Garfield","WHEAT","Frost",5574.85,2,287.588,19.3848491592139,2787.425,143.794
"333922",2013,"WA","Garfield","WHEAT","Frost",156955,3,2978.585,52.6944841258517,52318.3333333333,992.861666666667
"333936",2001,"OR","Gilliam","WHEAT","Frost",7225.8,1,91.354,79.0967007465464,7225.8,91.354
"333937",2002,"OR","Gilliam","WHEAT","Frost",56558.1,2,1239.708,45.6221142398049,28279.05,619.854
"333938",2003,"OR","Gilliam","WHEAT","Frost",42578.8,1,214.005,198.961706502185,42578.8,214.005
"333939",2012,"OR","Gilliam","WHEAT","Frost",1921,1,885.8,2.16866109731316,1921,885.8
"333940",2013,"OR","Gilliam","WHEAT","Frost",2023337.34,3,26031.4506,77.7266457828516,674445.78,8677.1502
"333948",2002,"ID","Gooding","WHEAT","Frost",10476,1,275,38.0945454545455,10476,275
"333949",2007,"ID","Gooding","WHEAT","Frost",7252,2,63.3,114.565560821485,3626,31.65
"333950",2014,"ID","Gooding","WHEAT","Frost",20472.8,1,155.84,131.370636550308,20472.8,155.84
"333990",2001,"WA","Grant","WHEAT","Frost",35798.6,4,801.272,44.6772132309628,8949.65,200.318
"333991",2002,"WA","Grant","WHEAT","Frost",82035.2,9,4053.9975,20.2356316203944,9115.02222222222,450.444166666667
